"SAINC51 State annual disposable personal income summary: disposable personal income, population, and per capita disposable personal income"
"SAINC51 State annual disposable personal income summary: disposable personal income, population, and per capita disposable personal income"
State or DC
GeoFips,GeoName,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
06000,California,761912.3,823205.4,871455.6,940093.7,993284.3,1043637.2,1100925.0,1167986.8,1216946.7,1306084.3,1357421.3,1382790.7,1379342.6,1435868.9,1506444.4,1602913.5,1603552.4,1704446.4,1815222.7,1899055.0,1984643.0,2078193.3,2198931.7,2403799.4,2527817.9,2467398.6

Legend/Footnotes
Note. All dollar estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.
"  Last updated: March 31, 2023--new statistics for 2022; revised statistics for 2020-2021."
